methylation450,TCGA-IB-A6UG-01A,TCGA-3A-A9IU-01A,TCGA-FB-A545-01A,TCGA-IB-AAUQ-01A,TCGA-HV-A5A3-01A,TCGA-IB-7897-01A,TCGA-HV-AA8V-01A,TCGA-HV-A5A5-01A,TCGA-M8-A5N4-01A,TCGA-3A-A9IJ-01A,TCGA-HZ-8637-01A,TCGA-IB-AAUN-01A,TCGA-IB-AAUW-01A,TCGA-IB-7888-01A,TCGA-2L-AAQA-01A,TCGA-RB-A7B8-01A,TCGA-2L-AAQM-01A,TCGA-2J-AABE-01A,TCGA-IB-7889-01A,TCGA-IB-A6UF-01A,TCGA-F2-A8YN-01A,TCGA-F2-A44H-01A,TCGA-YH-A8SY-01A,TCGA-3A-A9IC-01A,TCGA-HZ-A4BK-01A,TCGA-Z5-AAPL-01A,TCGA-H6-A45N-01A,TCGA-HZ-A4BH-01A,TCGA-F2-A7TX-01A,TCGA-Q3-A5QY-01A,TCGA-F2-A44G-01A,TCGA-HZ-A49G-01A,TCGA-HZ-8005-01A,TCGA-HZ-8001-01A,TCGA-LB-A7SX-01A,TCGA-HV-A5A6-01A,TCGA-HZ-8003-01A,TCGA-IB-AAUS-01A,TCGA-HZ-A77P-01A,TCGA-US-A77E-01A,TCGA-IB-7890-01A,TCGA-LB-A9Q5-01A,TCGA-IB-7644-01A,TCGA-2J-AABT-01A,TCGA-2J-AAB1-01A,TCGA-HZ-7920-01A,TCGA-3A-A9IL-01A,TCGA-2J-AABI-01A,TCGA-IB-7647-01A,TCGA-IB-A5SS-01A,TCGA-S4-A8RO-01A,TCGA-IB-A5ST-01A,TCGA-HZ-7918-01A,TCGA-XD-AAUI-01A,TCGA-IB-AAUO-01A,TCGA-PZ-A5RE-01A,TCGA-2J-AABA-01A,TCGA-HV-A5A4-01A,TCGA-3A-A9IZ-01A,TCGA-XD-AAUL-01A,TCGA-IB-7886-01A,TCGA-S4-A8RM-01A,TCGA-HZ-A49H-01A,TCGA-HZ-8636-01A,TCGA-IB-AAUU-01A,TCGA-IB-7885-01A,TCGA-2J-AABO-01A,TCGA-HZ-A8P1-01A,TCGA-2J-AABV-01A,TCGA-US-A77G-01A,TCGA-US-A774-01A,TCGA-HZ-7919-01A,TCGA-2J-AABU-01A,TCGA-IB-7651-01A,TCGA-HZ-8315-01A,TCGA-2L-AAQL-01A,TCGA-IB-7893-01A,TCGA-FB-A7DR-01A,TCGA-FB-AAPS-01A,TCGA-IB-AAUP-01A,TCGA-3A-A9IS-01A,TCGA-3A-A9I7-01A,TCGA-2J-AABP-01A,TCGA-HV-A7OL-01A,TCGA-F2-6879-01A,TCGA-FB-A4P6-01A,TCGA-HV-A7OP-01A,TCGA-HZ-7922-01A,TCGA-FB-AAPU-01A,TCGA-3A-A9IX-01A,TCGA-HZ-8317-01A,TCGA-3A-A9J0-01A,TCGA-FB-A4P5-01A,TCGA-3E-AAAZ-01A,TCGA-3E-AAAY-01A,TCGA-H6-8124-01A,TCGA-2L-AAQI-01A,TCGA-HZ-A8P0-01A,TCGA-3A-A9I5-01A,TCGA-YB-A89D-01A,TCGA-2J-AABH-01A,TCGA-IB-7646-01A,TCGA-US-A776-01A,TCGA-IB-A5SO-01A,TCGA-FB-AAQ0-01A,TCGA-RB-AA9M-01A,TCGA-IB-A5SP-01A,TCGA-HZ-A77Q-01A,TCGA-IB-7654-01A,TCGA-3A-A9IN-01A,TCGA-3A-A9IV-01A,TCGA-3A-A9IR-01A,TCGA-IB-AAUV-01A,TCGA-HZ-7289-01A,TCGA-FB-AAPP-01A,TCGA-IB-A7LX-01A,TCGA-IB-A7M4-01A,TCGA-3A-A9IO-01A,TCGA-US-A779-01A,TCGA-2L-AAQE-01A,TCGA-FB-AAQ6-01A,TCGA-2J-AABK-01A,TCGA-HV-AA8X-01A,TCGA-IB-AAUM-01A,TCGA-H8-A6C1-01A,TCGA-F2-7273-01A,TCGA-FB-AAPY-01A,TCGA-FB-A78T-01A,TCGA-IB-8126-01A,TCGA-Q3-AA2A-01A,TCGA-HZ-8002-01A,TCGA-IB-A5SQ-01A,TCGA-HZ-A49I-01A,TCGA-HZ-7926-01A,TCGA-IB-AAUR-01A,TCGA-FB-A5VM-01A,TCGA-FB-AAQ3-01A,TCGA-2J-AABR-01A,TCGA-XN-A8T5-01A,TCGA-IB-8127-01A,TCGA-3A-A9IH-01A,TCGA-XD-AAUG-01A,TCGA-IB-7891-01A,TCGA-HZ-7925-01A,TCGA-2L-AAQJ-01A,TCGA-IB-7887-01A,TCGA-FB-AAQ1-01A,TCGA-S4-A8RP-01A,TCGA-FB-AAPQ-01A,TCGA-YY-A8LH-01A,TCGA-HZ-A77O-01A,TCGA-FB-AAPZ-01A,TCGA-FB-AAQ2-01A,TCGA-LB-A8F3-01A,TCGA-IB-7645-01A,TCGA-HZ-A9TJ-01A,TCGA-2J-AAB6-01A,TCGA-2J-AABF-01A,TCGA-XD-AAUH-01A,TCGA-2J-AAB9-01A,TCGA-OE-A75W-01A,TCGA-2J-AAB4-01A,TCGA-IB-7652-01A,TCGA-3A-A9I9-01A,TCGA-XN-A8T3-01A,TCGA-IB-7649-01A,TCGA-2J-AAB8-01A,TCGA-3A-A9IB-01A
cg26010110,0.034933483,0.032674419,0.35416511,0.070425503,0.094732755,0.465815087,0.070651867,0.546016904,0.483060184,0.026378287,0.610496709,0.749779103,0.499615402,0.587278563,0.680402136,0.447667423,0.019569751,0.364179439,0.56732425,0.035099691,0.042685702,0.068937448,0.542129187,0.612524408,0.156903609,0.656621842,0.522380397,0.059309,0.05000387,0.297890787,0.561712879,0.556060517,0.313025897,0.070442384,0.458249346,0.548918655,0.543287395,0.652031112,0.069721278,0.027443207,0.031339443,0.483191932,0.580906629,0.406086221,0.119346582,0.068213967,0.145219225,0.576706358,0.415039128,0.305463341,0.657992014,0.440139403,0.131097476,0.444262261,0.275390848,0.666967871,0.060887566,0.657985907,0.078013077,0.0339075,0.028553544,0.043196898,0.375169428,0.592824033,0.052048827,0.42179738,0.135026892,0.596550776,0.167124967,0.055975655,0.461681391,0.562257076,0.039856027,0.460561903,0.596618527,0.067730226,0.040146978,0.47892477,0.559263386,0.133087944,0.033457753,0.086443645,0.333672058,0.186483669,0.043821098,0.089980052,0.311224754,0.342252726,0.54304838,0.070258577,0.373503427,0.039541568,0.56874557,0.528201454,0.057889489,0.635546211,0.033824753,0.032016977,0.069555613,0.058727012,0.055216399,0.214600897,0.115817107,0.046062566,0.130314449,0.032481434,0.034719628,0.546315836,0.032705697,0.271447624,0.072671138,0.093739824,0.046989102,0.624300419,0.878008813,0.267533644,0.044282721,0.245853843,0.507271776,0.038984601,0.091408331,0.06659812,0.69416564,0.046901242,0.073076213,0.078115297,0.080785202,0.595520654,0.600366211,0.51890471,0.0446721,0.43414722,0.063364235,0.108636029,0.148238462,0.06626052,0.634328454,0.518106243,0.411500512,0.388359215,0.408821279,0.401013612,0.563150055,0.026574102,0.593061699,0.503264154,0.05428738,0.485123932,0.1137096,0.56497009,0.566421526,0.039167041,0.44216088,0.407630237,0.521715903,0.422591746,0.651885845,0.109284648,0.470355509,0.395272326,0.068398704,0.02620152,0.500895412,0.033336258,0.025264677,0.526445613,0.049288831,0.414808322
cg08848774,0.504591454,0.167073981,0.742057902,0.286747488,0.481117846,0.025088112,0.113547515,0.11016084,0.032963135,0.018586264,0.482884398,0.652750098,0.030359234,0.404126089,0.683311692,0.142037786,0.013218756,0.421414178,0.441842311,0.635060609,0.581824022,0.031152405,0.017927716,0.015958322,0.30792318,0.025557385,0.162450869,0.425115794,0.042425396,0.020558099,0.495145269,0.330640972,0.525612893,0.340105192,0.024100128,0.034978971,0.031003236,0.063796511,0.381604927,0.548306085,0.617013017,0.385873727,0.086146733,0.30349788,0.607110006,0.023248432,0.017581817,0.77380388,0.459328076,0.519175485,0.748249554,0.100920031,0.224025852,0.195274819,0.475041891,0.022942687,0.028381987,0.633284613,0.026918572,0.019795798,0.64056759,0.513885801,0.079678914,0.240793667,0.472013175,0.342159374,0.61105017,0.708180966,0.094686438,0.611227565,0.156975651,0.581585875,0.030130219,0.501530522,0.021078733,0.671458497,0.028158771,0.359162035,0.279284263,0.209565729,0.02320234,0.167199015,0.021137821,0.559340394,0.559460359,0.199826881,0.896082686,0.63439289,0.048995383,0.040071618,0.348039392,0.024836824,0.09290187,0.180799648,0.156954225,0.019005231,0.322721965,0.298204358,0.30065666,0.520233548,0.503021793,0.468449915,0.030665544,0.100856398,0.697016263,0.327303781,0.645523867,0.404570031,0.459455347,0.021528071,0.01925567,0.020196735,0.020917473,0.268076013,0.962052949,0.702874007,0.553509935,0.032687038,0.452740964,0.607140102,0.56908652,0.450094473,0.499409384,0.311028678,0.209709299,0.144670517,0.422322604,0.595820605,0.298734075,0.024695989,0.029039494,0.487645083,0.588372869,0.39716859,0.182584292,0.54809708,0.402290804,0.027519701,0.217785447,0.587148368,0.614032831,0.029719726,0.357467686,0.306336415,0.663674705,0.36587604,0.497960912,0.397536602,0.537786785,0.672968147,0.278370311,0.759273425,0.494278148,0.267313401,0.386122416,0.391463471,0.540682807,0.234055514,0.054382845,0.035668356,0.639840739,0.019631416,0.021756681,0.030862181,0.331549699,0.187783936,0.47421746,0.264665848
cg17460447,0.453316617,0.624434772,0.687207614,0.270312563,0.647807322,0.081229432,0.273620953,0.269071676,0.262530488,0.020921932,0.445580344,0.594925654,0.015886739,0.336444835,0.595460053,0.474785453,0.443928232,0.291860117,0.291772204,0.637528226,0.024993974,0.129389536,0.465043821,0.019023023,0.364789739,0.049221558,0.021300679,0.514062358,0.023022062,0.037108003,0.355461579,0.293714204,0.538648771,0.309871928,0.075161128,0.016066143,0.155107826,0.066917729,0.019281579,0.4864581,0.575947481,0.095219899,0.228982521,0.019018951,0.543211596,0.021572609,0.016858036,0.737972337,0.35947981,0.418736166,0.498085556,0.067111866,0.017925242,0.020498391,0.419933999,0.62062143,0.420369411,0.652517959,0.017051812,0.020755112,0.562713734,0.65831679,0.033892138,0.023005371,0.629318885,0.088041714,0.523032339,0.676317302,0.080216326,0.449231007,0.092511005,0.248389404,0.549403681,0.52089955,0.394849056,0.444680915,0.172092573,0.022911523,0.28769165,0.058610213,0.025168535,0.034239219,0.016939339,0.5632522,0.665689264,0.134766331,0.02277258,0.019198367,0.615718947,0.195496772,0.170433881,0.437051563,0.18945459,0.168710966,0.106587807,0.715967414,0.300281066,0.230453853,0.01652109,0.396429566,0.578328269,0.348537908,0.572323492,0.27713174,0.627288355,0.033486157,0.01700697,0.387918002,0.324791046,0.018963703,0.090119303,0.014277542,0.014476256,0.345886004,0.964599257,0.018183882,0.024353304,0.014250336,0.385265566,0.573159137,0.636274247,0.333879523,0.41388323,0.057644937,0.018246277,0.079202754,0.371634511,0.597460908,0.105116895,0.228369252,0.024441784,0.255874067,0.374930914,0.478354995,0.105567647,0.374056837,0.498890282,0.105535733,0.151259369,0.601660012,0.569051176,0.018645884,0.371679968,0.031759806,0.540326729,0.196424766,0.330010073,0.142200307,0.365088019,0.629063718,0.021275608,0.716943511,0.572215439,0.015713091,0.308310394,0.610685861,0.612709216,0.383969022,0.036724131,0.043339457,0.627622249,0.323597191,0.017794016,0.356347506,0.419615096,0.363263149,0.269171804,0.434749509
cg14861089,0.642484949,0.673383608,0.806952595,0.444118569,0.219099455,0.120833039,0.058607254,0.393591579,0.129966971,0.043207191,0.306521828,0.550738126,0.079470048,0.345407744,0.522646894,0.311522492,0.059788661,0.597106702,0.393743279,0.774093335,0.708631085,0.094295102,0.578458402,0.267413308,0.36279599,0.152788065,0.179592289,0.561762964,0.66714965,0.121992087,0.596870259,0.401849145,0.599659586,0.341932308,0.618493897,0.110858334,0.201770903,0.11075863,0.325745337,0.228950518,0.671036535,0.155903852,0.27318774,0.08732021,0.686237879,0.065710967,0.0381899,0.22221993,0.518808843,0.369053206,0.743818972,0.048012738,0.249018099,0.282955761,0.556395779,0.517968658,0.447778382,0.779449764,0.333994777,0.033562845,0.270797483,0.723037357,0.121872085,0.128794367,0.680085144,0.369966802,0.439434182,0.720912574,0.143992304,0.673238302,0.107340884,0.700209174,0.127777274,0.520023519,0.516706807,0.62793851,0.060754273,0.458810236,0.072851375,0.355142484,0.781841802,0.048926654,0.075790522,0.538663128,0.578773279,0.108972287,0.972880803,0.683391409,0.061442991,0.065324384,0.054921126,0.648675769,0.310137628,0.643908721,0.043243054,0.292298885,0.514520845,0.108716966,0.525206511,0.105204356,0.089827921,0.597379838,0.090794617,0.154167318,0.764336053,0.054745275,0.681615447,0.152789482,0.54815514,0.041305657,0.066708197,0.087499046,0.077497447,0.702265452,0.96867871,0.335959314,0.619498413,0.085219015,0.525953652,0.514165603,0.629981013,0.210359573,0.723739914,0.058647889,0.048844998,0.179642648,0.059492485,0.503678921,0.202605971,0.191177792,0.056487962,0.315712121,0.55342887,0.491228133,0.088083384,0.397823076,0.263273673,0.096778717,0.205447863,0.763109231,0.088306694,0.07781921,0.127365697,0.431200095,0.605623488,0.527451821,0.606876963,0.491431239,0.058078555,0.600022831,0.111265835,0.036618261,0.441229785,0.546331484,0.355485943,0.583201125,0.503056214,0.420653311,0.065869998,0.056580069,0.743476112,0.386910931,0.34247872,0.221148843,0.200815806,0.072127977,0.458501777,0.057288059
cg01961086,0.534470683,0.835930789,0.217563307,0.529301447,0.501627923,0.583704316,0.425312402,0.500730627,0.845733701,0.042365167,0.690898973,0.649670493,0.450895907,0.607644874,0.896089002,0.337384519,0.04777336,0.647825598,0.588533765,0.046920803,0.574650331,0.376442541,0.529001776,0.708202929,0.443986904,0.939459188,0.441241743,0.757058873,0.626093404,0.961283919,0.756929609,0.472066566,0.930904152,0.679750781,0.487787784,0.152744395,0.572500173,0.949475115,0.460663892,0.539831766,0.796033159,0.379930461,0.814642188,0.899297083,0.711575565,0.536757108,0.04982315,0.934005318,0.578875283,0.950720343,0.706369299,0.858075456,0.459392545,0.923102443,0.921819842,0.936973855,0.9091421,0.284405637,0.921481243,0.58647447,0.485836507,0.191290093,0.313222659,0.486875567,0.216713469,0.853189877,0.486980067,0.928623785,0.293362535,0.269396926,0.384883283,0.646504735,0.946011654,0.619997145,0.760986309,0.463308283,0.968863213,0.845781899,0.918333316,0.871539798,0.028720945,0.443092083,0.547847368,0.948690497,0.963206773,0.410313026,0.914327402,0.919621285,0.281938649,0.43333938,0.520016312,0.430969779,0.881806469,0.462868279,0.459128445,0.793365504,0.231624173,0.311876575,0.807630831,0.732226427,0.138554477,0.963219534,0.208434405,0.782731288,0.386621652,0.385137049,0.134911167,0.935658068,0.612024832,0.51677702,0.956263554,0.025136777,0.82386381,0.14805035,0.505974405,0.440667399,0.246059703,0.138833408,0.243388966,0.942746418,0.845555436,0.278394421,0.942652381,0.345649449,0.319706631,0.471714064,0.403187485,0.332857076,0.725845751,0.429603529,0.416458555,0.562676287,0.336169545,0.432641492,0.952780439,0.595047816,0.710848301,0.499112615,0.858796084,0.90549582,0.164817129,0.539001758,0.588678639,0.784372701,0.946149308,0.930377415,0.556765766,0.165090597,0.125222724,0.273838929,0.538079985,0.940049317,0.778136682,0.136964801,0.54046299,0.616782126,0.150031065,0.312674545,0.639747207,0.454372645,0.345207939,0.178726533,0.183152973,0.196302376,0.161317903,0.378331434,0.914091902,0.894963398
cg16642284,0.762313695,0.717495888,0.802290932,0.270789301,0.344992763,0.291331347,0.077753936,0.649508054,0.297243752,0.031787442,0.12196633,0.795985507,0.040763798,0.478869306,0.68848483,0.384202452,0.028184823,0.390505696,0.726135181,0.828216242,0.261562063,0.318140285,0.492702295,0.734566632,0.291577385,0.506376593,0.1235996,0.735975281,0.381841383,0.549263125,0.603653618,0.571952522,0.685282589,0.572188995,0.502056733,0.041098627,0.337222775,0.40656774,0.674511047,0.7850783,0.747942523,0.419809713,0.323654128,0.061519027,0.774900437,0.104244926,0.030129017,0.897354409,0.676229141,0.752655266,0.858312621,0.368303278,0.170380039,0.114568678,0.755142199,0.293277211,0.415764273,0.737347337,0.046871377,0.065018707,0.806159005,0.489974965,0.166313005,0.374898075,0.643289846,0.482973954,0.82958981,0.776280374,0.561401674,0.724988754,0.480742976,0.738696462,0.058533897,0.666077114,0.177798085,0.722509453,0.584760201,0.675986729,0.363475408,0.352917071,0.031868585,0.172698642,0.07597494,0.734970552,0.811556744,0.481498697,0.949524511,0.35294343,0.581557268,0.186095417,0.423705164,0.608578091,0.554213024,0.779519143,0.450856583,0.24943661,0.671810382,0.052128296,0.718304499,0.201279421,0.746539337,0.726270597,0.446495828,0.548162217,0.694230583,0.049854551,0.765174483,0.589074283,0.085592117,0.031170156,0.048696806,0.050825763,0.08919445,0.075754241,0.970022906,0.748518154,0.68786945,0.045206326,0.077102794,0.734037937,0.805678768,0.650529319,0.057243911,0.096165576,0.692672129,0.390256317,0.676036,0.790063457,0.502442775,0.044041584,0.233440821,0.623483923,0.097333334,0.662223305,0.224799458,0.803970428,0.751408086,0.080629243,0.450975327,0.755466518,0.753966874,0.059396704,0.620728411,0.156883662,0.745714528,0.611297136,0.7049511,0.640676324,0.67388018,0.748492151,0.044950012,0.8684795,0.741181644,0.383828633,0.527613731,0.805484303,0.838846709,0.710083296,0.104788087,0.106858979,0.819007582,0.631367817,0.673225116,0.261300115,0.59268247,0.150640213,0.767144981,0.38316336
cg00817367,0.621320926,0.018739117,0.612032308,0.132455031,0.02489631,0.027941901,0.285697699,0.08929019,0.145400122,0.018070035,0.022922756,0.543925746,0.036215494,0.124963532,0.59670538,0.326970254,0.014558774,0.063017073,0.325638218,0.603073794,0.519282082,0.301256518,0.024839148,0.012053074,0.355545818,0.080192306,0.023991418,0.482704255,0.480887117,0.038874564,0.354704118,0.474562161,0.577385548,0.411083048,0.018713207,0.325236243,0.107378706,0.07255048,0.422298325,0.509516234,0.578310827,0.222445182,0.022232088,0.447964302,0.60842357,0.018732327,0.0122021,0.627281463,0.467714533,0.476920468,0.568086563,0.014350652,0.2460618,0.038939072,0.428313268,0.431166115,0.028962256,0.620708467,0.625648409,0.519697674,0.480793251,0.684117662,0.021952221,0.557057784,0.606947522,0.020482546,0.152080246,0.601238476,0.144854083,0.312158837,0.02501882,0.489612339,0.022856453,0.37017493,0.480417293,0.462519962,0.021562109,0.342385056,0.185436991,0.104886172,0.043338944,0.376592128,0.019209375,0.51826822,0.666683508,0.123470715,0.863485832,0.215811928,0.588198394,0.025979614,0.350926677,0.596396039,0.179081791,0.014432997,0.302924934,0.102141256,0.452463321,0.016530036,0.014620046,0.451044034,0.10077973,0.562452285,0.08240299,0.019578535,0.710382322,0.109031186,0.558399955,0.308186593,0.095583079,0.015735375,0.017546798,0.038695947,0.01352596,0.124784866,0.870537513,0.669276691,0.537831472,0.041818999,0.25585264,0.427580357,0.655499239,0.408321412,0.398690758,0.330238631,0.017793296,0.208523659,0.295554705,0.439967301,0.427859844,0.477032733,0.028747101,0.369866185,0.066144223,0.238425231,0.178709004,0.440855431,0.498960614,0.123275166,0.109144655,0.693211278,0.016420125,0.077375876,0.304166474,0.014256399,0.294512968,0.016913346,0.487340111,0.482818075,0.433641908,0.647460098,0.345814066,0.749270811,0.540466067,0.29487602,0.235502903,0.699297956,0.683941713,0.05659139,0.032580162,0.073658425,0.619335651,0.017720311,0.02228946,0.160582547,0.019550089,0.379482171,0.309776133,0.526804878
cg23192683,0.645800526,0.186596256,0.318981167,0.466646888,0.191092102,0.657365689,0.52738164,0.702890616,0.07053892,0.969954877,0.17553014,0.854188718,0.681747624,0.540472319,0.263793394,0.336018067,0.973506001,0.105518742,0.742147985,0.318478297,0.104214293,0.852385168,0.045822749,0.129272993,0.681261712,0.15529527,0.620775536,0.381043558,0.47762929,0.140764785,0.108010159,0.664523345,0.12819936,0.487393724,0.100968921,0.123406473,0.694421403,0.267712631,0.666479254,0.373818699,0.22463242,0.725960513,0.155964254,0.618948705,0.30530053,0.763369009,0.974472264,0.819938488,0.611331599,0.181335734,0.240403046,0.223276406,0.753149823,0.351698866,0.118566633,0.092915182,0.287240467,0.545214727,0.087656966,0.187244509,0.265304909,0.674981428,0.761599575,0.285915255,0.345211345,0.133538986,0.330654889,0.768872219,0.940426692,0.52738166,0.611033862,0.39256045,0.102774865,0.777211189,0.508346664,0.521623223,0.093389539,0.603425956,0.2943226,0.147785584,0.971870785,0.29973361,0.125045011,0.114052492,0.071410554,0.792941638,0.561493088,0.220092682,0.632816606,0.704272938,0.786909665,0.069758465,0.319737886,0.416747331,0.740665808,0.263947973,0.673892415,0.19956169,0.590786349,0.601091822,0.786262869,0.078547459,0.936288964,0.322736422,0.072735662,0.709021505,0.420727249,0.260931922,0.484059342,0.938485534,0.956672933,0.979836418,0.441784092,0.841998387,0.953908374,0.180723664,0.460793651,0.957135861,0.834489842,0.208407688,0.532939022,0.918546017,0.403553206,0.704118216,0.239812596,0.64408649,0.331809045,0.464444556,0.664281955,0.299399961,0.748239677,0.646647157,0.389795553,0.400172558,0.27631786,0.325201754,0.454155949,0.708592896,0.392269566,0.511193139,0.402457892,0.443026331,0.75182637,0.205470881,0.432640833,0.070256155,0.43225119,0.276611697,0.84363066,0.579086544,0.536493888,0.528012664,0.178696124,0.758893386,0.308192882,0.653667625,0.149509355,0.294710391,0.518593816,0.798015708,0.707922632,0.492114865,0.77264714,0.501370127,0.486617755,0.68690453,0.118497281,0.238994608
cg22223600,0.597322285,0.020535426,0.397616269,0.132062884,0.052233549,0.510123301,0.030508531,0.547341254,0.492934212,0.027876978,0.619514881,0.744826482,0.48182576,0.546582766,0.402401997,0.528916114,0.116396097,0.031843933,0.526135061,0.663304231,0.046005793,0.026685798,0.488266209,0.579773765,0.020736436,0.525300813,0.5368807,0.025049304,0.019310429,0.030767021,0.534518014,0.523372076,0.153882451,0.038774218,0.509328395,0.584703915,0.507411421,0.533818307,0.026340182,0.537222676,0.029460454,0.52307136,0.512844326,0.500208771,0.439618464,0.026690457,0.356152171,0.857229645,0.445797924,0.39615671,0.675686576,0.446290171,0.023526356,0.45099284,0.332004214,0.590386609,0.039829936,0.607542797,0.028776002,0.026165259,0.052684255,0.031541708,0.586074952,0.620824833,0.025860917,0.540535538,0.552861351,0.02927725,0.036197266,0.489653961,0.50053091,0.623627286,0.033866298,0.44826397,0.619079726,0.094629947,0.070109628,0.296344773,0.577926168,0.029318031,0.026678411,0.024082891,0.260960958,0.41991961,0.028083768,0.022560089,0.933361891,0.328874792,0.598308252,0.024975636,0.525134593,0.025925796,0.568226604,0.054228862,0.02651554,0.621494254,0.021920886,0.026087678,0.416052457,0.193049948,0.030777002,0.61503554,0.024008787,0.023078176,0.050565921,0.026935663,0.032725135,0.61538415,0.02589517,0.514062859,0.063323796,0.091435373,0.027933838,0.184889772,0.626501642,0.452354113,0.026337549,0.020904896,0.555701822,0.027656852,0.201063299,0.079082201,0.566595605,0.030294908,0.025509163,0.020826324,0.031428877,0.527139867,0.578104083,0.555818187,0.027424637,0.422648224,0.027558773,0.462830127,0.025404697,0.024801423,0.561001236,0.488651769,0.478462326,0.02690268,0.45892266,0.503703098,0.518480736,0.024692092,0.636718398,0.610000453,0.529873379,0.500888446,0.247465566,0.709687435,0.491604753,0.024749956,0.634152604,0.479220221,0.608707051,0.031954716,0.032941428,0.032332219,0.486452325,0.465087725,0.633657926,0.022198543,0.588528565,0.023303463,0.029245437,0.560687944,0.030814934,0.409577294
cg23779047,0.195207167,0.025032172,0.34031933,0.321874991,0.626207994,0.414642485,0.03163351,0.481359138,0.472533179,0.031388658,0.465890744,0.575537018,0.440062201,0.570005002,0.658557275,0.463728826,0.0228951,0.048985523,0.431411289,0.690182879,0.037591291,0.029585731,0.629062725,0.490504075,0.287804862,0.443771182,0.446157448,0.025228123,0.335156751,0.039251949,0.652682132,0.507203,0.386137498,0.075410849,0.375398072,0.79885628,0.458168335,0.463792992,0.042619315,0.392087,0.318211462,0.424248421,0.455800665,0.52373287,0.439437475,0.030273862,0.335559393,0.816299553,0.029530464,0.303328096,0.75608982,0.371167815,0.065204243,0.555415748,0.437202138,0.503477996,0.031037249,0.774723056,0.032289656,0.032369522,0.572392568,0.025611702,0.509912717,0.487954737,0.028681109,0.513893466,0.387013124,0.469144073,0.054881174,0.036361075,0.397179071,0.668429831,0.038058939,0.343721885,0.562836983,0.193184258,0.026914923,0.04072163,0.521628847,0.035778959,0.028555589,0.06964724,0.194542257,0.164788723,0.045137771,0.038597239,0.038033457,0.613489741,0.468159876,0.03163072,0.430925047,0.457164081,0.496221913,0.04355982,0.073703296,0.567563429,0.025925104,0.032087514,0.026726613,0.111541098,0.394591247,0.526902142,0.029977797,0.025183951,0.551648267,0.033155883,0.168547118,0.518897711,0.244939059,0.506959481,0.053772375,0.056143342,0.025794325,0.023916341,0.95376853,0.040962155,0.029866837,0.0296291,0.559287172,0.031459229,0.627609387,0.180642578,0.764148795,0.03105067,0.310685983,0.090037114,0.032867452,0.295484465,0.552729403,0.254652935,0.029636299,0.40113839,0.325537929,0.128723591,0.023440219,0.276732149,0.527198903,0.420626273,0.423542857,0.600535791,0.480618632,0.420695994,0.404306946,0.022412444,0.667099366,0.70950483,0.397193076,0.445312705,0.07508189,0.742483011,0.661035168,0.023311211,0.224129661,0.418310398,0.52494172,0.518782556,0.03907519,0.054611166,0.449107982,0.421454016,0.649525403,0.051266373,0.493562237,0.026091968,0.031221647,0.458367403,0.275438123,0.350997262
cg18991611,0.585641214,0.016077065,0.665556572,0.453856509,0.602418945,0.066257028,0.095687089,0.265310938,0.367377382,0.018285329,0.443335594,0.685004702,0.013161785,0.469641605,0.666352615,0.125241782,0.013646506,0.175691341,0.503090687,0.689034808,0.157297337,0.018469858,0.019217084,0.257442887,0.510715263,0.031358683,0.150388932,0.455544767,0.625878669,0.023742106,0.550692203,0.433853676,0.505372509,0.394642194,0.607390287,0.346752363,0.134333514,0.194368184,0.026733428,0.587316063,0.593236529,0.015303313,0.017313936,0.016851512,0.611131377,0.017432253,0.01325855,0.729625293,0.441645155,0.047982685,0.642079058,0.014150677,0.015614378,0.018011854,0.061589067,0.574214812,0.51795488,0.578662435,0.314471137,0.017431353,0.670715186,0.68310626,0.076357407,0.407800169,0.214411156,0.402580414,0.598611216,0.69551901,0.130880663,0.525107889,0.112624834,0.19493615,0.017076088,0.432374247,0.018937768,0.550220233,0.405618334,0.43398694,0.145225504,0.248822762,0.012810829,0.103879745,0.016147017,0.547591912,0.663693277,0.191681437,0.905571822,0.419380587,0.390028035,0.289516848,0.028381032,0.615751089,0.282434303,0.528229432,0.200258159,0.011595898,0.019142397,0.141786341,0.559215408,0.423857003,0.312796279,0.643037272,0.082914517,0.016017371,0.448301759,0.305775084,0.492202474,0.48453527,0.51554199,0.016184962,0.020235751,0.014075763,0.013836295,0.600648184,0.955011344,0.672612553,0.01971946,0.013165563,0.57578801,0.639694109,0.604480693,0.476880534,0.556896884,0.050649522,0.024227925,0.243822423,0.402856907,0.614398106,0.019529367,0.02067281,0.047136018,0.423360199,0.397033619,0.51702958,0.330218788,0.553265438,0.482788207,0.018586419,0.282223951,0.673519018,0.520648338,0.016419705,0.430746137,0.454246947,0.576180595,0.053070839,0.495226162,0.475894841,0.019507295,0.671948069,0.017648103,0.699900928,0.686596292,0.433599693,0.405026094,0.660103255,0.440111844,0.533248436,0.015283089,0.018001842,0.586386328,0.033292757,0.452516291,0.016354855,0.459248637,0.27007092,0.48462594,0.01345656
